tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_player_one,team_one_player_two,team_two_player_one,team_two_player_two,team_one_player_one_nationality,team_one_player_two_nationality,team_two_player_one_nationality,team_two_player_two_nationality,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
YONEX-SUNRISE DR. AKHILESH DAS GUPTA India Open 2018,New Delhi,India,02-02-2018,HSBC BWF World Tour Super 500,WD,Quarter final,1,2,False,21-11,21-13,,Kamilla Rytter Juhl,Christinna Pedersen,Kittipak Dubthuk,Kittipak Dubthuk,DEN,DEN,THA,THA,42,24,7,4,2,0,6,2,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '13-9', '14-9', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",7.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '18-13', '19-13', '20-13', '21-13']",,,,,[]
YONEX-SUNRISE DR. AKHILESH DAS GUPTA India Open 2018,New Delhi,India,02-02-2018,HSBC BWF World Tour Super 500,WD,Quarter final,2,2,False,17-21,21-23,,Ashwini Ponnappa,N. Sikki Reddy,Yue Du,Yue Du,IND,IND,CHN,CHN,38,44,5,5,1,3,5,5,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '17-19', '17-20', '17-21']",4.0,4.0,1.0,2.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '12-12', '13-12', '13-13', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '16-19', '17-19', '18-19', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']",,,,,[]
YONEX-SUNRISE DR. AKHILESH DAS GUPTA India Open 2018,New Delhi,India,02-02-2018,HSBC BWF World Tour Super 500,WD,Quarter final,2,2,False,10-21,15-21,,Meghana Jakkampudi,Poorvisha S Ram,Jongkolphan Kititharakul,Jongkolphan Kititharakul,IND,IND,THA,THA,25,42,5,7,0,2,3,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '4-11', '4-12', '4-13', '4-14', '5-14', '6-14', '7-14', '7-15', '7-16', '8-16', '9-16', '9-17', '9-18', '10-18', '10-19', '10-20', '10-21']",5.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '6-12', '6-13', '6-14', '7-14', '7-15', '7-16', '7-17', '8-17', '9-17', '10-17', '11-17', '12-17', '12-18', '12-19', '13-19', '14-19', '15-19', '15-20', '15-21']",,,,,[]
YONEX-SUNRISE DR. AKHILESH DAS GUPTA India Open 2018,New Delhi,India,02-02-2018,HSBC BWF World Tour Super 500,WD,Quarter final,1,2,False,21-16,21-9,,Greysia Polii,Apriyani Rahayu,Della Destiara Haris,Della Destiara Haris,INA,INA,INA,INA,42,25,7,2,3,0,6,2,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '20-16', '21-16']",7.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '10-5', '10-6', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '16-7', '17-7', '18-7', '18-8', '18-9', '19-9', '20-9', '21-9']",,,,,[]
YONEX-SUNRISE DR. AKHILESH DAS GUPTA India Open 2018,New Delhi,India,03-02-2018,HSBC BWF World Tour Super 500,WD,Semi final,2,3,False,14-21,21-19,18-21,Kamilla Rytter Juhl,Christinna Pedersen,Greysia Polii,Greysia Polii,DEN,DEN,INA,INA,53,61,4,8,2,4,4,8,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '13-19', '13-20', '14-20', '14-21']",3.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '9-6', '9-7', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '19-17', '19-18', '20-18', '20-19', '21-19']",3.0,5.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '15-16', '15-17', '15-18', '15-19', '16-19', '17-19', '17-20', '18-20', '18-21']"
YONEX-SUNRISE DR. AKHILESH DAS GUPTA India Open 2018,New Delhi,India,03-02-2018,HSBC BWF World Tour Super 500,WD,Semi final,2,2,False,19-21,17-21,,Yue Du,Yinhui Li,Jongkolphan Kititharakul,Jongkolphan Kititharakul,CHN,CHN,THA,THA,36,42,4,3,0,3,4,3,0,1,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '13-11', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '18-16', '18-17', '18-18', '19-18', '19-19', '19-20', '19-21']",4.0,3.0,0.0,2.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '13-15', '14-15', '14-16', '14-17', '14-18', '15-18', '16-18', '16-19', '16-20', '17-20', '17-21']",,,,,[]
YONEX-SUNRISE DR. AKHILESH DAS GUPTA India Open 2018,New Delhi,India,04-02-2018,HSBC BWF World Tour Super 500,WD,Final,1,2,False,21-18,21-15,,Greysia Polii,Apriyani Rahayu,Jongkolphan Kititharakul,Jongkolphan Kititharakul,INA,INA,THA,THA,42,33,6,5,3,0,4,4,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '12-7', '12-8', '13-8', '14-8', '15-8', '15-9', '15-10', '15-11', '15-12', '16-12', '17-12', '17-13', '18-13', '18-14', '18-15', '18-16', '19-16', '19-17', '19-18', '20-18', '21-18']",6.0,5.0,2.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '3-7', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '13-9', '14-9', '14-10', '14-11', '14-12', '14-13', '14-14', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '20-15', '21-15']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,1,2,False,21-11,21-19,,Ayako Sakuramoto,Yukiko Takahata,Maiken Fruergaard,Maiken Fruergaard,JPN,JPN,DEN,DEN,42,30,6,4,6,0,6,2,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '16-9', '17-9', '17-10', '18-10', '18-11', '19-11', '20-11', '21-11']",3.0,4.0,5.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '13-9', '14-9', '15-9', '15-10', '15-11', '15-12', '16-12', '17-12', '18-12', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '20-17', '20-18', '20-19', '21-19']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,1,2,False,21-13,21-15,,Lise Jaques,Flore Vandenhoucke,Eva Janssens,Eva Janssens,BEL,BEL,GER,GER,42,28,6,2,4,0,6,2,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']",4.0,2.0,3.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '17-13', '18-13', '19-13', '20-13', '20-14', '20-15', '21-15']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,2,3,False,19-21,21-14,17-21,Savitree Amitrapai,Pacharapun Chochuwong,Isabel Herttrich,Isabel Herttrich,THA,THA,GER,GER,57,56,5,6,3,4,5,3,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '19-19', '19-20', '19-21']",5.0,6.0,3.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '13-9', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '20-13', '20-14', '21-14']",3.0,4.0,0.0,3.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '4-7', '4-8', '5-8', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '9-13', '10-13', '10-14', '11-14', '11-15', '12-15', '13-15', '13-16', '13-17', '14-17', '14-18', '15-18', '15-19', '15-20', '16-20', '17-20', '17-21']"
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,1,2,False,21-7,21-7,,Selena Piek,Cheryl Seinen,Sharone Bauer,Sharone Bauer,NED,NED,FRA,FRA,42,14,8,4,4,0,7,2,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '9-3', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '15-4', '16-4', '16-5', '17-5', '18-5', '19-5', '20-5', '20-6', '20-7', '21-7']",8.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '15-7', '16-7', '17-7', '18-7', '19-7', '20-7', '21-7']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,2,2,False,7-21,8-21,,Celine Burkart,Annika Horbach,Linda Efler,Linda Efler,SUI,SUI,GER,GER,15,42,3,10,0,3,3,9,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '6-15', '6-16', '6-17', '7-17', '7-18', '7-19', '7-20', '7-21']",2.0,9.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '2-12', '2-13', '2-14', '2-15', '3-15', '3-16', '4-16', '4-17', '5-17', '5-18', '6-18', '6-19', '7-19', '7-20', '8-20', '8-21']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,1,2,False,21-13,21-16,,Alzbeta Basova,Michaela Fuchsova,Silvia Garino,Silvia Garino,CZE,CZE,ITA,ITA,42,29,8,3,2,0,3,2,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '17-12', '18-12', '18-13', '19-13', '20-13', '21-13']",8.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '16-16', '17-16', '18-16', '19-16', '20-16', '21-16']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,2,2,False,8-21,15-21,,Aline Müller,Jenjira Stadelmann,Lauren Smith,Lauren Smith,SUI,SUI,ENG,ENG,23,42,3,6,0,3,1,6,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '3-11', '3-12', '4-12', '4-13', '5-13', '5-14', '5-15', '6-15', '6-16', '7-16', '7-17', '7-18', '7-19', '7-20', '8-20', '8-21']",3.0,5.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '2-6', '3-6', '4-6', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '9-15', '10-15', '11-15', '11-16', '12-16', '12-17', '13-17', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,2,2,False,19-21,18-21,,Chi Ya Cheng,Shuo Yun Sung,Julie Finne-Ipsen,Julie Finne-Ipsen,TPE,TPE,DEN,DEN,37,42,6,9,0,3,4,6,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '16-11', '17-11', '17-12', '18-12', '18-13', '18-14', '18-15', '19-15', '19-16', '19-17', '19-18', '19-19', '19-20', '19-21']",6.0,7.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '10-16', '11-16', '12-16', '13-16', '13-17', '13-18', '14-18', '14-19', '15-19', '16-19', '17-19', '17-20', '18-20', '18-21']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,1,2,False,21-3,21-14,,Emilie Lefel,Anne Tran,Susanne Keller,Susanne Keller,FRA,FRA,SUI,SUI,42,17,9,4,2,0,9,1,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '9-0', '9-1', '10-1', '11-1', '12-1', '13-1', '14-1', '15-1', '16-1', '17-1', '17-2', '18-2', '19-2', '19-3', '20-3', '21-3']",5.0,4.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,21-02-2018,HSBC BWF World Tour Super 300,WD,Round of 32,2,2,False,13-21,16-21,,Debora Jille,Imke Van Der Aar,Chloe Birch,Chloe Birch,NED,NED,ENG,ENG,29,42,4,7,0,2,3,6,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '13-19', '13-20', '13-21']",4.0,6.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '14-9', '14-10', '14-11', '14-12', '15-12', '15-13', '15-14', '15-15', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20', '16-21']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,22-02-2018,HSBC BWF World Tour Super 300,WD,Round of 16,1,3,False,19-21,25-23,21-15,Lauren Smith,Sarah Walker,Delphine Delrue,Delphine Delrue,ENG,ENG,FRA,FRA,65,59,5,4,7,1,3,3,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '11-11', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '16-14', '16-15', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '19-19', '19-20', '19-21']",5.0,4.0,5.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '4-12', '5-12', '6-12', '7-12', '7-13', '8-13', '9-13', '10-13', '11-13', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '20-19', '20-20', '21-20', '21-21', '22-21', '22-22', '23-22', '23-23', '24-23', '25-23']",4.0,2.0,2.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '14-8', '14-9', '14-10', '15-10', '15-11', '16-11', '16-12', '17-12', '18-12', '19-12', '19-13', '19-14', '20-14', '20-15', '21-15']"
YONEX Swiss Open 2018,Basel,Switzerland,22-02-2018,HSBC BWF World Tour Super 300,WD,Round of 16,1,2,False,21-18,21-12,,Nami Matsuyama,Chiharu Shida,Anastasia Chervyakova,Anastasia Chervyakova,JPN,JPN,RUS,RUS,42,30,4,4,4,0,4,4,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '18-14', '18-15', '18-16', '19-16', '19-17', '20-17', '20-18', '21-18']",4.0,2.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '20-12', '21-12']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,22-02-2018,HSBC BWF World Tour Super 300,WD,Round of 16,2,3,False,21-14,13-21,17-21,Misato Aratama,Akane Watanabe,Emilie Lefel,Emilie Lefel,JPN,JPN,FRA,FRA,51,56,5,5,1,2,4,3,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '9-6', '10-6', '11-6', '12-6', '12-7', '13-7', '13-8', '14-8', '14-9', '15-9', '16-9', '16-10', '17-10', '17-11', '17-12', '17-13', '18-13', '19-13', '19-14', '20-14', '21-14']",3.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '4-10', '5-10', '6-10', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '8-15', '8-16', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '13-19', '13-20', '13-21']",5.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '17-18', '17-19', '17-20', '17-21']"
YONEX Swiss Open 2018,Basel,Switzerland,22-02-2018,HSBC BWF World Tour Super 300,WD,Round of 16,1,2,False,21-8,21-10,,Chloe Birch,Jessica Pugh,Ainoa Desmons,Ainoa Desmons,ENG,ENG,FRA,FRA,42,18,8,3,3,0,7,2,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '14-8', '15-8', '16-8', '17-8', '18-8', '19-8', '20-8', '21-8']",8.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '10-4', '11-4', '11-5', '11-6', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '20-10', '21-10']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,22-02-2018,HSBC BWF World Tour Super 300,WD,Round of 16,1,2,False,21-9,21-12,,Gabriela Stoeva,Stefani Stoeva,Julie Finne-Ipsen,Julie Finne-Ipsen,BUL,BUL,DEN,DEN,42,21,9,3,2,0,9,2,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '11-4', '12-4', '13-4', '14-4', '14-5', '15-5', '15-6', '15-7', '16-7', '16-8', '17-8', '18-8', '18-9', '19-9', '20-9', '21-9']",5.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '11-5', '12-5', '13-5', '13-6', '14-6', '14-7', '15-7', '15-8', '16-8', '16-9', '17-9', '18-9', '18-10', '18-11', '18-12', '19-12', '20-12', '21-12']",,,,,[]
YONEX Swiss Open 2018,Basel,Switzerland,22-02-2018,HSBC BWF World Tour Super 300,WD,Round of 16,1,2,False,21-10,21-12,,Selena Piek,Cheryl Seinen,Lise Jaques,Lise Jaques,NED,NED,BEL,BEL,42,22,8,3,5,0,8,3,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '8-1', '8-2', '8-3', '9-3', '10-3', '11-3', '11-4', '12-4', '13-4', '14-4', '14-5', '15-5', '15-6', '16-6', '17-6', '18-6', '18-7', '19-7', '19-8', '19-9', '20-9', '20-10', '21-10']",7.0,2.0,3.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '16-9', '17-9', '18-9', '19-9', '19-10', '20-10', '20-11', '20-12', '21-12']",,,,,[]
